,step,happy,happytype0,happytype1,movement,movementtype0,movementtype1,evenness,numberOfAgents,homophilyType0,homophilyType1,movementQuota,happyCheckRadius,last_move_quota
62,62,10,10,0,85,59,26,0.2035452090227852,334,0.6499999999999999,0.55,0.3,8,4
63,63,9,9,0,36,23,13,0.20050211114914984,334,0.6499999999999999,0.55,0.3,8,4
64,64,6,6,0,18,11,7,0.2098215983871581,334,0.6499999999999999,0.55,0.3,8,4
65,65,5,5,0,92,50,42,0.20784358476929515,334,0.6499999999999999,0.55,0.3,8,4
66,66,0,0,0,101,64,37,0.18422153752520068,334,0.7,0.55,0.3,8,4
67,67,0,0,0,87,59,28,0.2205485183917227,334,0.7,0.55,0.3,8,4
68,68,0,0,0,36,23,13,0.22914526988474263,334,0.7,0.55,0.3,8,4
69,69,0,0,0,18,11,7,0.23237856137548027,334,0.7,0.55,0.3,8,4
70,70,0,0,0,92,50,42,0.2273574498839819,334,0.7,0.55,0.3,8,4
71,71,0,0,0,101,64,37,0.23629654988778578,334,0.7,0.55,0.35,8,4
72,72,0,0,0,87,59,28,0.23469892350412722,334,0.7,0.55,0.35,8,4
73,73,0,0,0,36,23,13,0.20015976263836585,334,0.7,0.55,0.35,8,4
74,74,0,0,0,18,11,7,0.1386131081440907,334,0.7,0.55,0.35,8,4
75,75,0,0,0,92,50,42,0.1616645745368785,334,0.7,0.55,0.35,8,4
76,76,0,0,0,101,64,37,0.11065464643006581,334,0.7,0.55,0.3,8,4
77,77,0,0,0,87,59,28,0.15881167028034537,334,0.7,0.55,0.3,8,4
78,78,0,0,0,36,23,13,0.16059949028110615,334,0.7,0.55,0.3,8,4
79,79,0,0,0,18,11,7,0.16562060177260451,334,0.7,0.55,0.3,8,4
80,80,0,0,0,92,50,42,0.1717067975198752,334,0.7,0.55,0.3,8,4
81,81,0,0,0,101,64,37,0.1570238502795846,334,0.7,0.55,0.35,8,4
82,82,0,0,0,87,59,28,0.19030773327247139,334,0.7,0.55,0.35,8,4
83,83,0,0,0,36,23,13,0.2039255962569896,334,0.7,0.55,0.35,8,4
84,84,0,0,0,18,11,7,0.2008824983833542,334,0.7,0.55,0.35,8,4
85,85,0,0,0,92,50,42,0.18117843965156533,334,0.7,0.55,0.35,8,4
86,86,0,0,0,0,0,0,0.18117843965156533,334,0.7,0.55,0.35,8,5
87,87,0,0,0,101,64,37,0.1951386511468675,334,0.7,0.55,0.35,8,5
88,88,0,0,0,87,59,28,0.19494845752976525,334,0.7,0.55,0.35,8,5
89,89,0,0,0,36,23,13,0.1838411502909963,334,0.7,0.55,0.35,8,5
90,90,0,0,0,18,11,7,0.20209973753280844,334,0.7,0.55,0.35,8,5
91,91,0,0,0,92,50,42,0.21195176689870288,334,0.7,0.55,0.35,8,4
92,92,0,0,0,101,64,37,0.1806458975236791,334,0.7,0.55,0.35,8,4
93,93,0,0,0,87,59,28,0.17653771539427132,334,0.7,0.55,0.35,8,4
94,94,0,0,0,36,23,13,0.18779717752672223,334,0.7,0.55,0.35,8,4
95,95,0,0,0,18,11,7,0.1772604511392598,334,0.7,0.55,0.35,8,4
96,96,0,0,0,0,0,0,0.1772604511392598,334,0.7,0.55,0.35,8,5
97,97,0,0,0,92,50,42,0.2017573890220244,334,0.7,0.55,0.35,8,5
98,98,0,0,0,101,64,37,0.19103046901745974,334,0.7,0.55,0.35,8,5
99,99,0,0,0,87,59,28,0.12910342728898017,334,0.7,0.55,0.35,8,5
100,100,0,0,0,36,23,13,0.13861310814409067,334,0.7,0.55,0.35,8,5
101,101,0,0,0,18,11,7,0.1346570809083647,334,0.7,0.55,0.3,8,5
102,102,0,0,0,0,0,0,0.1346570809083647,334,0.7,0.55,0.3,8,5
103,103,0,0,0,92,50,42,0.19673627753052608,334,0.7,0.55,0.3,8,5
104,104,0,0,0,101,64,37,0.14629693027501994,334,0.7,0.55,0.3,8,5
105,105,0,0,0,87,59,28,0.15131804176651834,334,0.7,0.55,0.3,8,5
106,106,0,0,0,36,23,13,0.1747498953935106,334,0.7,0.55,0.35,8,5
107,107,0,0,0,18,11,7,0.1761573281600669,334,0.7,0.55,0.35,8,5
108,108,0,0,0,0,0,0,0.1761573281600669,334,0.7,0.55,0.35,8,5
109,109,0,0,0,92,50,42,0.16740842177336535,334,0.7,0.55,0.35,8,5
110,110,0,0,0,101,64,37,0.18224352390733767,334,0.7,0.55,0.35,8,5
111,111,0,0,0,87,59,28,0.18117843965156527,334,0.7,0.55,0.3,8,5
112,112,0,0,0,36,23,13,0.17455970177640837,334,0.7,0.55,0.3,8,5
113,113,0,0,0,18,11,7,0.18384115029099618,334,0.7,0.55,0.3,8,5
114,114,0,0,0,0,0,0,0.18384115029099618,334,0.7,0.55,0.3,8,5
115,115,0,0,0,92,50,42,0.15915401879112936,334,0.7,0.55,0.3,8,5
116,116,0,0,0,0,0,0,0.15915401879112936,334,0.7,0.55,0.3,8,6
117,117,0,0,0,101,64,37,0.173494617520636,334,0.7,0.55,0.3,8,6
118,118,0,0,0,87,59,28,0.19065008178325538,334,0.7,0.55,0.3,8,6
119,119,0,0,0,36,23,13,0.2106964890258283,334,0.7,0.55,0.3,8,6
120,120,0,0,0,18,11,7,0.20890866902506752,334,0.7,0.55,0.3,8,6
121,121,0,0,0,0,0,0,0.20890866902506752,334,0.7,0.55,0.25,8,6
122,122,0,0,0,84,45,39,0.1809882460344631,334,0.7,0.55,0.25,8,6
123,123,0,0,0,8,5,3,0.17901023241660005,334,0.7,0.55,0.25,8,6
124,124,0,0,0,84,50,34,0.15683365666248242,334,0.7,0.55,0.25,8,6
125,125,0,0,0,84,59,25,0.12819049792688958,334,0.7,0.55,0.25,8,6
126,126,0,0,0,56,37,19,0.14268325155007797,334,0.7,0.55,0.3,8,6
127,127,0,0,0,18,11,7,0.1733044239035338,334,0.7,0.55,0.3,8,6
128,128,0,0,0,0,0,0,0.1733044239035338,334,0.7,0.55,0.3,8,6
129,129,0,0,0,84,45,39,0.14466126516794098,334,0.7,0.55,0.3,8,6
130,130,0,0,0,8,5,3,0.1509376545323139,334,0.7,0.55,0.3,8,6
131,131,0,0,0,101,69,32,0.20963140477005596,334,0.7,0.55,0.3,8,5
132,132,0,0,0,101,64,37,0.16006694815321998,334,0.7,0.55,0.3,8,5
133,133,0,0,0,40,24,16,0.1602571417703222,334,0.7,0.55,0.3,8,5
134,134,0,0,0,0,0,0,0.1602571417703222,334,0.7,0.55,0.3,8,5
135,135,0,0,0,84,45,39,0.12518543877667465,334,0.7,0.55,0.3,8,5
136,136,0,0,0,101,69,32,0.16364258815474153,334,0.7,0.55,0.3,8,4
137,137,0,0,0,101,64,37,0.15181254517098405,334,0.7,0.55,0.3,8,4
138,138,0,0,0,48,29,19,0.1713264102856708,334,0.7,0.55,0.3,8,4
139,139,0,0,0,0,0,0,0.1713264102856708,334,0.7,0.55,0.3,8,4
140,140,0,0,0,84,45,39,0.11480086728289397,334,0.7,0.55,0.3,8,4
141,141,0,0,0,84,61,23,0.1543611396401537,334,0.7,0.55,0.25,8,4
142,142,0,0,0,84,53,31,0.12412035452090225,334,0.7,0.55,0.25,8,4
143,143,0,0,0,82,48,34,0.14108562516641943,334,0.7,0.55,0.25,8,4
144,144,0,0,0,0,0,0,0.14108562516641943,334,0.7,0.55,0.25,8,4
145,145,0,0,0,84,45,39,0.15538818517250558,334,0.7,0.55,0.25,8,4
146,146,0,0,0,84,52,32,0.19171516603902772,334,0.7,0.55,0.25,8,3
147,147,0,0,0,84,58,26,0.18707444178173382,334,0.7,0.55,0.25,8,3
148,148,0,0,0,82,52,30,0.187264635398836,334,0.7,0.55,0.25,8,3
149,149,0,0,0,84,45,39,0.18422153752520065,334,0.7,0.55,0.25,8,3
150,150,0,0,0,84,52,32,0.1432538324013846,334,0.7,0.55,0.25,8,3
151,151,0,0,0,84,59,25,0.14165620601772605,334,0.7,0.55,0.25,8,2
152,152,0,0,0,84,51,33,0.16527825326182055,334,0.7,0.55,0.25,8,2
153,153,0,0,0,84,47,37,0.1962037354026399,334,0.7,0.55,0.25,8,2
154,154,0,0,0,84,50,34,0.16775077028414925,334,0.7,0.55,0.25,8,2
155,155,0,0,0,84,53,31,0.12571798090456085,334,0.7,0.55,0.25,8,2
156,156,0,0,0,84,52,32,0.13823272090988625,334,0.7,0.55,0.25,8,1
157,157,0,0,0,84,53,31,0.14021073452774924,334,0.7,0.55,0.25,8,1
158,158,0,0,0,84,62,22,0.1502149187873255,334,0.7,0.55,0.25,8,1
159,159,0,0,0,84,52,32,0.17436950815930613,334,0.7,0.55,0.25,8,1
160,160,0,0,0,84,54,30,0.16204496177108296,334,0.7,0.55,0.25,8,1
