,step,AS_PF,agent_attributes
0,0,"[None, None, None]","[[0, 'policymaker', 0, [[0.233, 0.05, 1.0], [0.15, 0.6, 0.348], [0.037, 0.95, 0.652], [0.153, 0.65, 0.227], [0.146, 0.35, 0.153], [0.036, 0.95, 0.321], [0.038, 0.95, 0.298], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.141], [-0.491, -1.0, 3.143, -0.731, 0.141], [-0.6, -1.0, -0.527, -0.384, 0.148], [-0.6, -1.0, 3.833, -0.698, 0.139], [-0.72, -1.0, -0.74, -0.646, 0.146], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.144], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.146], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.141]]], [1, 'policymaker', 0, [[0.233, 0.05, 1.0], [0.15, 0.6, 0.348], [0.037, 0.95, 0.652], [0.153, 0.65, 0.227], [0.146, 0.35, 0.153], [0.036, 0.95, 0.321], [0.038, 0.95, 0.298], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.141], [-0.491, -1.0, 3.143, -0.731, 0.141], [-0.6, -1.0, -0.527, -0.384, 0.148], [-0.6, -1.0, 3.833, -0.698, 0.139], [-0.72, -1.0, -0.74, -0.646, 0.146], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.144], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.146], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.141]]], [2, 'policyentrepreneur', 0, [[0.233, 0.05, 1.0], [0.15, 0.6, 0.348], [0.037, 0.95, 0.652], [0.153, 0.65, 0.227], [0.146, 0.35, 0.153], [0.036, 0.95, 0.321], [0.038, 0.95, 0.298], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.141], [-0.491, -1.0, 3.143, -0.731, 0.141], [-0.6, -1.0, -0.527, -0.384, 0.148], [-0.6, -1.0, 3.833, -0.698, 0.139], [-0.72, -1.0, -0.74, -0.646, 0.146], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.144], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.146], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.141]]], [3, 'policyentrepreneur', 0, [[0.233, 0.05, 1.0], [0.15, 0.6, 0.348], [0.037, 0.95, 0.652], [0.153, 0.65, 0.227], [0.146, 0.35, 0.153], [0.036, 0.95, 0.321], [0.038, 0.95, 0.298], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.141], [-0.491, -1.0, 3.143, -0.731, 0.141], [-0.6, -1.0, -0.527, -0.384, 0.148], [-0.6, -1.0, 3.833, -0.698, 0.139], [-0.72, -1.0, -0.74, -0.646, 0.146], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.144], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.146], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.141]]], [4, 'policyentrepreneur', 0, [[0.233, 0.05, 1.0], [0.15, 0.6, 0.348], [0.037, 0.95, 0.652], [0.153, 0.65, 0.227], [0.146, 0.35, 0.153], [0.036, 0.95, 0.321], [0.038, 0.95, 0.298], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.141], [-0.491, -1.0, 3.143, -0.731, 0.141], [-0.6, -1.0, -0.527, -0.384, 0.148], [-0.6, -1.0, 3.833, -0.698, 0.139], [-0.72, -1.0, -0.74, -0.646, 0.146], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.144], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.146], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.141]]], [5, 'externalparty', 0, [[0.233, 0.05, 1.0], [0.15, 0.6, 0.348], [0.037, 0.95, 0.652], [0.153, 0.65, 0.227], [0.146, 0.35, 0.153], [0.036, 0.95, 0.321], [0.038, 0.95, 0.298], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.141], [-0.491, -1.0, 3.143, -0.731, 0.141], [-0.6, -1.0, -0.527, -0.384, 0.148], [-0.6, -1.0, 3.833, -0.698, 0.139], [-0.72, -1.0, -0.74, -0.646, 0.146], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.144], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.146], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.141]]], [6, 'policymaker', 1, [[0.233, 0.05, 1.0], [0.15, 0.8, 0.597], [0.037, 0.5, 0.403], [0.153, 0.0, 0.196], [0.146, 0.0, 0.194], [0.036, 0.95, 0.336], [0.038, 0.85, 0.274], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.139], [-0.491, -1.0, 3.143, -0.731, 0.139], [-0.6, -1.0, -0.527, -0.384, 0.151], [-0.6, -1.0, 3.833, -0.698, 0.138], [-0.72, -1.0, -0.74, -0.646, 0.149], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.142], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.151], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.139]]], [7, 'policyentrepreneur', 1, [[0.233, 0.05, 1.0], [0.15, 0.8, 0.597], [0.037, 0.5, 0.403], [0.153, 0.0, 0.196], [0.146, 0.0, 0.194], [0.036, 0.95, 0.336], [0.038, 0.85, 0.274], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.139], [-0.491, -1.0, 3.143, -0.731, 0.139], [-0.6, -1.0, -0.527, -0.384, 0.151], [-0.6, -1.0, 3.833, -0.698, 0.138], [-0.72, -1.0, -0.74, -0.646, 0.149], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.142], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.151], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.139]]], [8, 'policyentrepreneur', 1, [[0.233, 0.05, 1.0], [0.15, 0.8, 0.597], [0.037, 0.5, 0.403], [0.153, 0.0, 0.196], [0.146, 0.0, 0.194], [0.036, 0.95, 0.336], [0.038, 0.85, 0.274], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.139], [-0.491, -1.0, 3.143, -0.731, 0.139], [-0.6, -1.0, -0.527, -0.384, 0.151], [-0.6, -1.0, 3.833, -0.698, 0.138], [-0.72, -1.0, -0.74, -0.646, 0.149], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.142], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.151], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.139]]], [9, 'externalparty', 1, [[0.233, 0.05, 1.0], [0.15, 0.8, 0.597], [0.037, 0.5, 0.403], [0.153, 0.0, 0.196], [0.146, 0.0, 0.194], [0.036, 0.95, 0.336], [0.038, 0.85, 0.274], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.139], [-0.491, -1.0, 3.143, -0.731, 0.139], [-0.6, -1.0, -0.527, -0.384, 0.151], [-0.6, -1.0, 3.833, -0.698, 0.138], [-0.72, -1.0, -0.74, -0.646, 0.149], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.142], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.151], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.139]]]]"
1,1,"[1, 0, 1]","[[0, 'policymaker', 0, [[0.233, 0.05, 1.0], [0.15, 0.6, 0.348], [0.037, 0.95, 0.652], [0.153, 0.65, 0.227], [0.146, 0.35, 0.153], [0.036, 0.95, 0.321], [0.038, 0.95, 0.298], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.141], [-0.491, -1.0, 3.143, -0.731, 0.141], [-0.6, -1.0, -0.527, -0.384, 0.148], [-0.6, -1.0, 3.833, -0.698, 0.139], [-0.72, -1.0, -0.74, -0.646, 0.146], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.144], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.146], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.141]]], [1, 'policymaker', 0, [[0.233, 0.05, 1.0], [0.15, 0.6, 0.348], [0.037, 0.95, 0.652], [0.153, 0.65, 0.227], [0.146, 0.35, 0.153], [0.036, 0.95, 0.321], [0.038, 0.95, 0.298], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.141], [-0.491, -1.0, 3.143, -0.731, 0.141], [-0.6, -1.0, -0.527, -0.384, 0.148], [-0.6, -1.0, 3.833, -0.698, 0.139], [-0.72, -1.0, -0.74, -0.646, 0.146], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.144], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.146], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.141]]], [2, 'policyentrepreneur', 0, [[0.233, 0.05, 1.0], [0.15, 0.6, 0.348], [0.037, 0.95, 0.652], [0.153, 0.65, 0.227], [0.146, 0.35, 0.153], [0.036, 0.95, 0.321], [0.038, 0.95, 0.298], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.141], [-0.491, -1.0, 3.143, -0.731, 0.141], [-0.6, -1.0, -0.527, -0.384, 0.148], [-0.6, -1.0, 3.833, -0.698, 0.139], [-0.72, -1.0, -0.74, -0.646, 0.146], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.144], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.146], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.141]]], [3, 'policyentrepreneur', 0, [[0.233, 0.05, 1.0], [0.15, 0.6, 0.348], [0.037, 0.95, 0.652], [0.153, 0.65, 0.227], [0.146, 0.35, 0.153], [0.036, 0.95, 0.321], [0.038, 0.95, 0.298], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.141], [-0.491, -1.0, 3.143, -0.731, 0.141], [-0.6, -1.0, -0.527, -0.384, 0.148], [-0.6, -1.0, 3.833, -0.698, 0.139], [-0.72, -1.0, -0.74, -0.646, 0.146], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.144], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.146], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.141]]], [4, 'policyentrepreneur', 0, [[0.233, 0.05, 1.0], [0.15, 0.6, 0.348], [0.037, 0.95, 0.652], [0.153, 0.65, 0.227], [0.146, 0.35, 0.153], [0.036, 0.95, 0.321], [0.038, 0.95, 0.298], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.141], [-0.491, -1.0, 3.143, -0.731, 0.141], [-0.6, -1.0, -0.527, -0.384, 0.148], [-0.6, -1.0, 3.833, -0.698, 0.139], [-0.72, -1.0, -0.74, -0.646, 0.146], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.144], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.146], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.141]]], [5, 'externalparty', 0, [[0.233, 0.05, 1.0], [0.15, 0.6, 0.348], [0.037, 0.95, 0.652], [0.153, 0.65, 0.227], [0.146, 0.35, 0.153], [0.036, 0.95, 0.321], [0.038, 0.95, 0.298], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.141], [-0.491, -1.0, 3.143, -0.731, 0.141], [-0.6, -1.0, -0.527, -0.384, 0.148], [-0.6, -1.0, 3.833, -0.698, 0.139], [-0.72, -1.0, -0.74, -0.646, 0.146], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.144], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.146], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.141]]], [6, 'policymaker', 1, [[0.233, 0.05, 1.0], [0.15, 0.8, 0.597], [0.037, 0.5, 0.403], [0.153, 0.0, 0.196], [0.146, 0.0, 0.194], [0.036, 0.95, 0.336], [0.038, 0.85, 0.274], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.139], [-0.491, -1.0, 3.143, -0.731, 0.139], [-0.6, -1.0, -0.527, -0.384, 0.151], [-0.6, -1.0, 3.833, -0.698, 0.138], [-0.72, -1.0, -0.74, -0.646, 0.149], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.142], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.151], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.139]]], [7, 'policyentrepreneur', 1, [[0.233, 0.05, 1.0], [0.15, 0.8, 0.597], [0.037, 0.5, 0.403], [0.153, 0.0, 0.196], [0.146, 0.0, 0.194], [0.036, 0.95, 0.336], [0.038, 0.85, 0.274], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.139], [-0.491, -1.0, 3.143, -0.731, 0.139], [-0.6, -1.0, -0.527, -0.384, 0.151], [-0.6, -1.0, 3.833, -0.698, 0.138], [-0.72, -1.0, -0.74, -0.646, 0.149], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.142], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.151], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.139]]], [8, 'policyentrepreneur', 1, [[0.233, 0.05, 1.0], [0.15, 0.8, 0.597], [0.037, 0.5, 0.403], [0.153, 0.0, 0.196], [0.146, 0.0, 0.194], [0.036, 0.95, 0.336], [0.038, 0.85, 0.274], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.139], [-0.491, -1.0, 3.143, -0.731, 0.139], [-0.6, -1.0, -0.527, -0.384, 0.151], [-0.6, -1.0, 3.833, -0.698, 0.138], [-0.72, -1.0, -0.74, -0.646, 0.149], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.142], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.151], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.139]]], [9, 'externalparty', 1, [[0.233, 0.05, 1.0], [0.15, 0.8, 0.597], [0.037, 0.5, 0.403], [0.153, 0.0, 0.196], [0.146, 0.0, 0.194], [0.036, 0.95, 0.336], [0.038, 0.85, 0.274], [-0.2], [0.2], [0.9], [0.9], [0.4], [0.2], [-0.75], [-0.75], [0.2], [0.2]], [[-1.0, -1.0, 0.499], [-1.0, -0.857, 0.501], [-0.514, -1.0, 3.143, -0.727, 0.139], [-0.491, -1.0, 3.143, -0.731, 0.139], [-0.6, -1.0, -0.527, -0.384, 0.151], [-0.6, -1.0, 3.833, -0.698, 0.138], [-0.72, -1.0, -0.74, -0.646, 0.149], [-0.181, -1.0, 1, -0.722, 0.142], [-0.771, -1.0, -0.802, -0.63, 0.142], [-0.54, -1.0, 8.667, -0.722, 0.142], [-0.715, -1.0, -0.79, -0.621, 0.151], [-0.576, -1.0, 2.107, -0.708, 0.143], [-0.491, -1.0, 3.143, -0.731, 0.139]]]]"
